supplier_id,business_size,location_tier,owner_gender,years_active,on_time_delivery_rate,defect_rate,true_performance_score,ai_trust_score,contract_awarded
SUP-00842,1,0,1,19,99.06,1.8,83.27,79.44,1
SUP-00843,0,1,1,10,71.06,2.85,17.29,18.16,0
SUP-00844,1,0,0,12,84.23,3.51,38.3,28.02,0
SUP-00845,0,0,1,1,93.84,2.03,70.67,60.3,0
SUP-00846,1,1,1,7,83.32,0.8,59.98,61.26,0
SUP-00847,0,1,1,17,89.14,3.13,51.54,50.24,0
SUP-00848,0,1,1,10,88.58,3.49,47.25,49.51,0
SUP-00849,0,1,1,6,81.19,3.71,30.36,32.68,0
SUP-00850,1,1,1,17,99.93,3.97,66.17,70.3,0
SUP-00851,0,0,0,18,86.39,2.17,54.33,40.75,0
SUP-00852,1,0,0,5,85.98,0.34,69.43,58.62,0
SUP-00853,0,0,0,18,100.0,4.81,58.96,43.81,0
SUP-00854,1,1,1,17,88.01,1.96,59.47,61.23,0
SUP-00855,1,1,0,16,78.77,2.8,33.32,27.62,0
SUP-00856,1,0,1,8,87.68,3.0,49.73,46.64,0
SUP-00857,0,1,1,13,94.91,2.96,64.75,61.0,0
SUP-00858,0,0,1,16,94.13,1.42,76.55,60.73,0
SUP-00859,1,0,1,11,95.97,3.4,63.09,55.66,0
SUP-00860,0,0,1,6,91.13,4.12,47.01,35.78,0
SUP-00861,0,1,1,3,77.67,2.99,29.48,30.36,0
SUP-00862,0,0,1,1,95.1,2.7,67.42,54.87,0
SUP-00863,0,1,1,18,97.71,1.01,87.4,90.84,1
SUP-00864,0,0,1,5,76.13,0.88,44.73,34.7,0
SUP-00865,0,0,1,13,75.08,2.03,32.59,17.39,0
SUP-00866,1,1,1,10,100.0,1.4,88.69,88.35,1
SUP-00867,1,1,1,5,97.68,4.29,58.79,56.91,0
SUP-00868,0,1,0,14,97.3,4.03,60.33,56.16,0
SUP-00869,0,0,1,17,97.4,3.47,65.39,53.32,0
SUP-00870,0,1,1,1,85.81,2.83,47.4,45.63,0
SUP-00871,1,0,1,2,90.95,0.75,75.92,75.3,1
SUP-00872,0,1,1,7,86.52,4.9,30.78,30.89,0
SUP-00873,0,0,0,10,72.48,2.19,25.92,8.08,0
SUP-00874,1,0,1,20,95.62,0.48,87.78,83.27,1
SUP-00875,1,0,1,7,87.35,2.22,55.83,55.07,0
SUP-00876,0,0,0,16,90.38,4.43,42.73,27.55,0
SUP-00877,0,1,1,5,85.08,4.49,31.43,31.1,0
SUP-00878,1,1,1,12,87.46,0.1,74.53,72.54,0
SUP-00879,1,0,1,17,78.68,3.99,22.83,17.15,0
SUP-00880,1,1,1,16,81.68,1.22,53.02,52.05,0
SUP-00881,0,0,1,20,76.61,0.68,47.46,36.47,0
SUP-00882,1,1,1,16,79.27,3.82,25.54,27.05,0
SUP-00883,1,1,0,19,100.0,3.89,67.02,60.57,0
SUP-00884,0,1,1,15,75.94,3.18,24.27,25.87,0
SUP-00885,1,0,1,12,81.01,2.58,39.78,33.96,0
SUP-00886,0,1,1,10,88.13,4.16,40.53,39.31,0
SUP-00887,1,0,0,2,89.9,3.54,49.53,37.63,0
SUP-00888,1,1,0,7,77.17,4.01,19.6,11.64,0
SUP-00889,1,0,1,13,96.32,2.49,71.73,65.89,0
SUP-00890,0,1,1,3,93.07,4.85,44.52,44.47,0
SUP-00891,0,0,1,15,78.38,4.98,13.56,0.0,0
SUP-00892,0,0,1,1,78.47,1.02,48.21,39.2,0
SUP-00893,0,1,1,3,97.5,4.32,58.15,56.29,0
SUP-00894,0,0,1,10,94.94,2.75,66.66,55.03,0
SUP-00895,1,0,1,15,93.74,1.74,72.96,71.6,0
SUP-00896,1,0,0,6,74.98,2.76,26.02,17.21,0
SUP-00897,0,0,1,20,84.13,0.75,62.08,49.35,0
SUP-00898,1,1,0,15,89.72,2.28,60.14,55.43,0
SUP-00899,1,0,1,7,78.13,3.92,22.32,17.2,0
SUP-00900,1,1,1,5,85.5,0.96,63.04,61.04,0
SUP-00901,1,1,1,4,89.83,1.92,63.5,64.72,0
SUP-00902,1,0,1,18,83.29,4.23,30.11,24.95,0
SUP-00903,0,1,1,3,92.95,2.43,65.39,67.27,0
SUP-00904,0,0,1,17,96.07,2.11,74.5,64.09,0
SUP-00905,0,0,1,18,81.18,2.48,41.03,29.36,0
SUP-00906,0,0,1,18,96.12,2.84,68.28,58.22,0
SUP-00907,0,0,0,2,73.2,3.34,17.31,0.0,0
SUP-00908,1,1,1,13,97.59,3.6,64.61,66.18,0
SUP-00909,0,1,1,15,75.93,2.53,29.9,31.45,0
SUP-00910,0,0,1,5,72.9,4.18,9.43,0.0,0
SUP-00911,1,1,0,3,90.91,2.4,61.49,55.63,0
SUP-00912,0,1,1,5,84.19,2.02,51.12,51.78,0
SUP-00913,0,1,1,5,96.83,3.46,64.29,68.23,0
SUP-00914,0,0,1,5,81.03,3.73,29.85,17.39,0
SUP-00915,0,0,1,3,78.63,3.01,31.22,18.32,0
SUP-00916,1,1,0,3,86.82,0.25,71.88,69.23,0
SUP-00917,0,0,1,20,85.22,1.26,59.83,47.97,0
SUP-00918,0,1,1,18,81.79,1.78,48.34,50.07,0
SUP-00919,1,1,1,20,94.12,1.27,77.85,80.8,1
SUP-00920,0,0,1,4,92.43,3.53,54.74,38.93,0
SUP-00921,0,0,0,1,94.84,0.58,85.31,68.23,0
SUP-00922,0,0,1,16,99.81,3.9,66.53,54.07,0
SUP-00923,0,1,1,8,78.53,1.69,42.5,40.58,0
SUP-00924,0,0,1,17,92.47,1.9,69.06,53.23,0
SUP-00925,1,0,1,8,84.23,2.38,48.15,40.97,0
SUP-00926,1,0,0,7,92.34,0.97,76.84,68.05,0
SUP-00927,0,0,1,8,84.6,4.48,30.58,17.51,0
SUP-00928,0,0,1,12,100.0,0.88,93.17,79.57,1
SUP-00929,1,0,0,16,94.74,2.0,72.77,63.96,0
SUP-00930,1,0,1,12,100.0,3.82,67.59,62.2,0
SUP-00931,0,0,1,19,96.11,3.27,64.49,55.07,0
SUP-00932,0,0,1,10,97.18,1.82,79.34,66.1,0
SUP-00933,0,0,0,7,94.32,2.39,68.49,54.5,0
SUP-00934,1,0,1,12,86.52,3.18,45.78,41.72,0
SUP-00935,1,1,1,20,81.3,4.38,24.74,23.44,0
SUP-00936,1,1,1,5,83.24,4.02,31.82,30.37,0
SUP-00937,0,0,1,16,72.19,2.04,26.59,17.62,0
SUP-00938,1,0,1,9,88.1,4.49,37.57,34.96,0
SUP-00939,0,0,1,7,85.35,0.52,66.61,53.09,0
SUP-00940,1,1,1,20,89.23,0.12,77.91,78.15,1
SUP-00941,0,0,1,14,99.65,4.21,63.52,46.8,0
SUP-00942,0,1,1,11,97.53,1.4,83.69,81.02,1
SUP-00943,0,0,0,7,75.39,0.77,44.13,25.63,0
SUP-00944,1,0,0,10,83.7,1.07,58.45,47.91,0
SUP-00945,1,0,1,9,85.19,1.92,54.09,52.52,0
SUP-00946,1,0,1,4,82.86,3.29,37.41,29.58,0
SUP-00947,0,0,1,16,94.76,3.31,61.4,46.54,0
SUP-00948,0,0,1,10,86.2,1.57,59.16,48.07,0
SUP-00949,0,1,0,19,88.49,2.76,53.41,48.87,0
SUP-00950,0,0,1,17,96.44,4.67,52.98,40.29,0
SUP-00951,0,0,1,9,94.27,4.17,52.94,45.05,0
SUP-00952,1,0,0,13,77.13,1.45,41.75,33.98,0
SUP-00953,0,1,1,1,90.8,4.92,39.34,41.79,0
SUP-00954,0,0,1,2,82.83,3.69,33.86,21.76,0
SUP-00955,0,1,1,13,79.84,0.78,53.12,52.03,0
SUP-00956,0,0,1,9,72.35,0.66,38.96,25.9,0
SUP-00957,1,0,1,7,86.83,0.76,67.51,65.37,0
SUP-00958,1,0,0,16,83.91,3.28,39.65,32.2,0
SUP-00959,0,0,0,19,79.19,1.33,47.04,29.61,0
SUP-00960,1,1,1,7,92.85,2.3,66.29,67.23,0
SUP-00961,0,1,0,6,92.92,0.92,78.47,75.39,1
SUP-00962,1,0,1,18,80.9,4.14,25.98,20.85,0
SUP-00963,0,0,0,19,73.33,2.05,28.86,11.17,0
SUP-00964,1,1,1,11,97.71,4.09,60.64,61.53,0
SUP-00965,0,0,0,12,71.49,4.75,1.56,0.0,0
SUP-00966,0,0,0,10,98.18,0.53,92.57,76.5,1
SUP-00967,1,0,1,13,91.5,2.09,65.42,59.17,0
SUP-00968,0,0,0,12,80.53,0.61,56.0,40.88,0
SUP-00969,0,1,0,10,78.15,4.59,16.51,15.81,0
SUP-00970,0,1,0,20,72.26,2.83,19.84,13.45,0
SUP-00971,0,0,1,18,78.63,0.84,50.16,35.46,0
SUP-00972,0,0,0,4,74.39,1.0,40.17,22.81,0
SUP-00973,1,0,0,5,90.25,1.73,66.04,56.51,0
SUP-00974,1,0,1,5,77.33,4.23,17.97,15.29,0
SUP-00975,1,0,0,12,88.53,3.12,50.41,41.88,0
SUP-00976,0,0,1,3,87.41,4.4,36.95,24.35,0
SUP-00977,1,0,1,8,81.44,1.65,48.81,44.99,0
SUP-00978,0,0,1,2,71.22,0.69,36.34,22.1,0
SUP-00979,0,0,1,18,72.88,4.88,3.24,0.0,0
SUP-00980,0,1,1,9,71.66,0.58,38.27,41.51,0
SUP-00981,0,0,1,13,92.73,4.76,44.62,30.23,0
SUP-00982,1,1,0,7,81.92,1.66,49.69,41.54,0
SUP-00983,1,0,1,10,96.09,0.1,92.06,87.26,1
SUP-00984,0,0,1,9,83.42,3.6,35.83,21.38,0
SUP-00985,0,0,1,15,84.64,4.91,26.88,12.33,0
SUP-00986,0,1,1,5,85.37,4.85,28.96,26.16,0
SUP-00987,0,1,0,12,91.88,1.22,73.71,68.32,0
SUP-00988,1,1,1,1,80.03,0.82,53.2,52.37,0
SUP-00989,0,0,0,12,74.73,3.04,23.0,6.75,0
SUP-00990,0,1,1,6,86.73,3.37,44.57,43.45,0
SUP-00991,0,0,1,19,81.38,3.83,29.72,15.28,0
SUP-00992,1,0,1,19,86.73,0.81,66.82,62.79,0
SUP-00993,0,0,1,16,90.36,4.82,39.35,25.24,0
SUP-00994,0,0,1,19,86.23,3.37,43.51,32.53,0
SUP-00995,1,1,1,3,90.29,3.81,47.95,44.61,0
SUP-00996,0,0,1,10,86.78,2.93,48.5,32.17,0
SUP-00997,1,0,0,18,95.25,1.86,74.99,62.78,0
SUP-00998,0,1,1,13,91.77,4.9,41.51,40.67,0
SUP-00999,0,0,1,18,87.29,3.12,47.89,35.31,0
SUP-01000,1,1,1,3,91.99,3.9,50.62,50.9,0
SUP-01001,0,0,1,3,95.63,4.79,50.29,37.16,0
SUP-01002,0,0,0,12,83.74,3.54,37.01,18.31,0
SUP-01003,0,1,1,20,83.97,2.97,42.44,45.3,0
SUP-01004,0,0,1,7,92.86,0.52,81.88,72.22,0
SUP-01005,0,0,0,8,87.69,0.68,69.95,54.92,0
SUP-01006,0,0,1,9,72.96,1.4,33.7,22.32,0
SUP-01007,0,0,1,14,97.27,1.34,83.68,72.46,0
SUP-01008,1,0,1,5,73.39,1.15,36.83,31.22,0
SUP-01009,0,1,1,19,93.6,1.87,71.57,71.86,0
SUP-01010,1,1,0,16,95.61,1.62,77.83,70.95,0
SUP-01011,0,1,0,12,98.84,2.39,77.68,70.58,0
SUP-01012,0,0,0,4,71.97,0.94,35.69,15.46,0
SUP-01013,1,0,1,8,90.11,0.19,79.11,75.93,1
SUP-01014,0,0,1,7,83.11,3.53,35.79,24.11,0
SUP-01015,0,0,0,15,81.09,2.92,37.04,19.43,0
SUP-01016,1,1,1,6,75.22,2.0,33.12,32.25,0
SUP-01017,0,1,1,5,86.82,3.35,44.87,41.21,0
SUP-01018,0,1,1,14,85.29,4.22,34.2,34.71,0
SUP-01019,1,1,1,13,76.33,1.92,36.02,35.39,0
SUP-01020,0,1,1,10,88.76,3.39,48.56,50.35,0
SUP-01021,1,0,0,18,95.2,4.29,53.75,45.05,0
SUP-01022,0,1,0,4,92.65,4.28,48.68,45.1,0
SUP-01023,0,1,1,8,97.06,2.42,73.84,73.83,0
SUP-01024,0,1,1,11,82.97,3.4,36.66,37.02,0
SUP-01025,0,1,1,17,99.34,1.3,88.24,90.1,1
SUP-01026,0,0,0,18,96.9,3.02,68.25,50.86,0
SUP-01027,0,0,1,11,79.7,4.92,16.82,5.76,0
SUP-01028,0,0,1,16,76.22,2.83,27.89,15.0,0
SUP-01029,0,0,1,12,83.83,4.67,27.31,15.04,0
SUP-01030,1,1,1,13,84.96,1.83,54.34,57.53,0
SUP-01031,0,0,1,16,88.3,4.99,33.6,22.88,0
SUP-01032,1,1,0,1,89.02,2.61,55.86,49.78,0
SUP-01033,1,1,1,16,95.35,0.19,89.77,90.61,1
SUP-01034,1,1,1,15,88.29,2.64,54.08,51.52,0
SUP-01035,0,1,1,6,73.64,1.74,32.2,31.76,0
SUP-01036,0,1,1,12,96.09,0.65,87.3,85.39,1
SUP-01037,0,1,0,8,79.78,4.19,23.28,19.18,0
SUP-01038,1,0,1,7,100.0,1.24,90.07,85.69,1
SUP-01039,0,1,0,2,73.62,4.08,11.7,7.27,0
SUP-01040,0,1,1,12,98.99,1.8,83.17,84.72,1
SUP-01041,0,0,1,14,74.04,1.37,36.16,23.23,0
SUP-01042,0,1,1,16,78.3,4.88,14.26,13.41,0
SUP-01043,0,1,1,11,72.45,2.13,26.37,26.3,0
SUP-01044,0,0,1,20,92.45,3.21,57.61,43.89,0
SUP-01045,0,1,0,9,95.56,3.24,63.59,58.57,0
SUP-01046,1,1,1,10,85.59,2.52,49.63,49.71,0
SUP-01047,1,0,1,17,100.0,4.12,65.03,61.49,0
SUP-01048,0,1,0,12,88.32,3.53,46.35,42.19,0
SUP-01049,1,0,0,6,90.87,1.82,66.5,54.29,0
SUP-01050,0,0,1,19,96.42,4.38,55.45,40.87,0
SUP-01051,0,1,0,11,79.71,1.31,48.19,40.86,0
SUP-01052,0,0,1,9,81.17,2.95,36.94,25.12,0
SUP-01053,0,0,1,6,96.87,4.78,52.92,40.35,0
SUP-01054,0,1,0,16,97.73,3.31,67.39,57.86,0
SUP-01055,0,0,1,20,100.0,4.18,64.5,56.4,0
SUP-01056,0,1,1,16,97.75,3.44,66.34,62.36,0
SUP-01057,0,0,1,6,74.29,4.28,11.4,0.0,0
SUP-01058,0,1,0,5,94.39,4.75,48.1,44.23,0
SUP-01059,0,0,0,4,82.29,1.73,49.83,31.39,0
SUP-01060,0,1,1,2,98.93,1.26,87.7,88.98,1
SUP-01061,0,0,1,6,84.3,2.68,45.64,31.63,0
SUP-01062,0,1,1,9,86.96,3.66,42.52,42.86,0
SUP-01063,0,0,1,17,87.06,1.52,61.33,44.97,0
SUP-01064,0,0,1,14,80.73,0.52,57.2,47.55,0
SUP-01065,0,0,0,7,72.88,2.04,27.97,10.97,0
SUP-01066,1,0,1,19,99.87,4.36,62.65,55.46,0
SUP-01067,1,0,1,1,95.38,3.13,64.25,61.5,0
SUP-01068,0,0,1,20,76.05,2.31,32.12,23.39,0
SUP-01069,1,0,1,15,96.03,0.87,85.25,79.4,1
SUP-01070,1,1,0,18,91.95,1.6,70.56,65.14,0
SUP-01071,1,0,1,3,84.17,0.76,62.04,57.01,0
SUP-01072,1,0,1,18,81.17,0.48,58.44,52.9,0
SUP-01073,1,0,1,2,97.13,4.08,59.51,53.76,0
SUP-01074,0,0,1,10,91.31,4.99,39.76,26.47,0
SUP-01075,0,1,1,11,86.98,1.24,63.64,62.46,0
SUP-01076,0,1,1,3,87.98,0.75,69.95,69.24,0
SUP-01077,0,0,1,7,73.34,1.98,29.43,16.57,0
SUP-01078,1,0,1,8,86.54,2.08,55.44,52.96,0
SUP-01079,0,0,1,19,77.52,1.42,42.81,32.15,0
SUP-01080,0,0,1,18,77.84,1.86,39.69,24.62,0
SUP-01081,1,0,0,13,92.48,0.9,77.72,67.53,0
SUP-01082,0,1,1,13,97.73,3.98,61.56,64.06,0
SUP-01083,0,0,1,19,83.61,3.71,35.29,23.88,0
SUP-01084,0,0,1,12,77.22,3.36,25.36,14.03,0
SUP-01085,0,1,1,17,90.51,2.24,62.07,62.55,0
SUP-01086,0,0,0,12,96.46,4.59,53.71,36.19,0
SUP-01087,1,0,1,13,95.0,4.36,52.72,48.64,0
SUP-01088,0,1,1,12,96.39,1.28,82.39,81.58,1
SUP-01089,1,1,1,19,89.46,1.0,70.72,72.43,0
SUP-01090,0,0,1,14,93.2,2.87,62.11,49.32,0
SUP-01091,0,1,0,7,74.76,0.91,41.66,36.44,0
SUP-01092,0,0,1,13,81.4,2.46,41.62,31.09,0
SUP-01093,0,0,1,6,81.9,3.12,36.94,24.28,0
SUP-01094,1,0,1,19,88.73,2.35,57.51,53.37,0
SUP-01095,1,0,1,19,100.0,1.49,87.9,83.19,1
SUP-01096,1,1,1,4,97.75,2.44,75.05,74.87,0
SUP-01097,1,0,0,19,77.8,4.31,18.2,8.55,0
SUP-01098,0,1,1,9,75.91,1.43,39.5,38.43,0
SUP-01099,0,0,0,16,81.97,3.45,34.23,15.81,0
SUP-01100,1,1,1,4,80.83,0.2,60.22,59.88,0
SUP-01101,0,0,1,6,88.43,0.8,70.4,60.44,0
SUP-01102,0,1,1,8,96.98,2.98,68.76,70.01,0
SUP-01103,0,1,0,16,99.51,0.97,91.4,83.24,1
SUP-01104,0,1,1,5,89.45,0.6,74.21,73.36,0
SUP-01105,1,1,1,10,97.31,0.77,88.68,87.4,1
SUP-01106,0,0,1,13,86.53,3.04,47.02,31.89,0
SUP-01107,0,1,1,14,77.44,3.67,23.12,23.67,0
SUP-01108,0,0,1,7,85.92,1.41,59.97,47.77,0
SUP-01109,1,0,0,20,90.1,3.01,54.56,49.61,0
SUP-01110,0,0,0,6,92.13,1.32,73.38,55.71,0
SUP-01111,1,1,1,7,79.08,2.76,34.32,32.77,0
SUP-01112,1,1,0,5,83.18,1.85,50.56,43.81,0
SUP-01113,0,0,1,18,82.36,3.44,35.05,22.15,0
SUP-01114,0,1,1,12,99.02,4.98,55.54,56.72,0
SUP-01115,0,1,1,6,83.47,4.72,26.19,27.6,0
SUP-01116,1,0,1,1,94.0,0.1,87.8,89.66,1
SUP-01117,0,0,0,4,92.17,4.48,45.92,26.51,0
SUP-01118,1,0,1,19,81.6,0.3,60.88,57.05,0
SUP-01119,1,1,1,12,89.78,4.29,42.77,41.4,0
SUP-01120,0,0,1,15,97.43,1.77,80.26,68.96,0
SUP-01121,0,1,1,3,84.08,2.22,49.2,51.97,0
SUP-01122,0,1,1,20,99.41,0.91,91.72,93.45,1
SUP-01123,0,0,0,8,77.02,1.01,45.43,26.01,0
SUP-01124,0,1,0,11,73.25,3.77,13.69,10.06,0
SUP-01125,0,1,0,16,97.45,4.75,54.34,45.11,0
SUP-01126,1,1,1,9,97.48,2.75,71.82,67.06,0
SUP-01127,0,0,1,3,99.09,3.72,66.61,54.11,0
SUP-01128,0,0,1,5,90.2,3.93,46.75,35.97,0
SUP-01129,1,0,1,20,100.0,1.18,90.57,87.27,1
SUP-01130,0,0,1,14,95.38,0.7,85.36,77.17,1
SUP-01131,0,1,0,15,95.99,0.51,88.29,83.51,1
SUP-01132,1,0,1,6,89.11,1.58,64.99,60.78,0
SUP-01133,1,1,1,4,83.49,1.09,57.86,60.17,0
SUP-01134,0,1,1,8,97.9,0.78,89.81,89.06,1
SUP-01135,1,0,1,19,86.43,0.81,66.27,63.04,0
SUP-01136,0,0,1,5,86.13,1.06,63.45,52.35,0
SUP-01137,0,1,0,13,84.24,4.62,28.64,21.7,0
SUP-01138,0,1,1,16,87.98,1.13,66.6,67.37,0
SUP-01139,0,1,0,1,83.74,2.92,42.42,41.79,0
SUP-01140,0,1,1,13,72.69,3.17,17.79,20.06,0
SUP-01141,0,0,1,11,96.68,2.95,68.47,54.79,0
SUP-01142,0,0,1,8,83.69,0.95,59.49,52.17,0
SUP-01143,0,0,0,8,87.88,1.93,59.4,43.78,0
SUP-01144,1,0,0,14,77.44,0.23,53.02,44.87,0
SUP-01145,0,1,1,13,71.4,2.28,22.9,22.71,0
SUP-01146,0,0,1,3,77.41,1.35,43.24,32.6,0
SUP-01147,0,0,1,4,90.83,3.03,55.88,44.11,0
SUP-01148,0,0,1,20,74.88,3.62,18.32,6.36,0
SUP-01149,0,0,0,15,97.86,2.89,71.31,54.05,0
SUP-01150,0,0,1,15,77.74,2.45,34.26,24.21,0
SUP-01151,0,1,1,13,77.23,2.24,35.08,36.81,0
SUP-01152,0,0,1,9,76.16,4.29,15.1,2.81,0
SUP-01153,0,1,1,10,71.41,1.49,29.82,26.78,0
SUP-01154,0,1,1,12,93.58,3.8,54.71,54.78,0
SUP-01155,0,1,1,14,96.78,3.91,60.28,58.85,0
SUP-01156,1,1,1,1,89.91,1.89,63.95,63.0,0
SUP-01157,0,0,1,14,76.86,1.84,37.85,25.6,0
SUP-01158,0,0,1,14,79.67,2.62,36.78,22.66,0
SUP-01159,1,0,0,8,86.6,0.42,70.0,57.78,0
SUP-01160,0,0,1,16,99.28,0.71,93.25,81.83,1
SUP-01161,1,0,1,14,80.57,0.5,57.03,53.08,0
SUP-01162,0,1,1,1,91.32,1.34,71.54,71.52,0
SUP-01163,0,1,1,16,84.34,2.77,44.95,45.97,0
SUP-01164,1,0,1,18,82.44,3.82,31.91,26.59,0
SUP-01165,0,0,1,7,83.92,1.56,54.62,43.28,0
SUP-01166,0,0,1,15,73.56,4.71,6.16,0.0,0
SUP-01167,0,1,0,17,94.86,4.8,48.66,43.15,0
SUP-01168,1,1,1,19,80.96,4.32,24.6,28.4,0
SUP-01169,1,0,1,13,94.34,3.77,56.54,52.64,0
SUP-01170,0,1,1,9,72.88,2.14,27.16,25.46,0
SUP-01171,0,1,1,15,99.2,0.83,92.04,93.74,1
SUP-01172,0,0,1,3,75.9,3.06,25.26,13.03,0
SUP-01173,1,1,0,1,97.7,2.51,74.3,71.41,0
SUP-01174,0,0,1,16,95.07,4.32,53.2,42.03,0
SUP-01175,0,1,1,8,98.87,4.98,55.19,54.53,0
SUP-01176,0,1,1,13,85.16,2.79,46.45,49.49,0
SUP-01177,1,1,1,8,93.89,1.55,74.94,73.94,0
SUP-01178,0,0,1,17,82.45,1.34,53.58,37.24,0
SUP-01179,0,1,1,14,76.75,0.52,49.08,50.84,0
SUP-01180,0,0,1,7,83.55,2.79,43.14,31.84,0
SUP-01181,0,1,1,15,76.31,3.0,26.61,29.18,0
SUP-01182,0,0,1,16,100.0,4.21,64.19,50.43,0
SUP-01183,0,1,0,19,74.69,2.77,25.32,19.83,0
SUP-01184,1,0,1,6,89.69,4.12,44.01,39.29,0
SUP-01185,0,0,0,1,88.27,3.33,48.07,32.93,0
SUP-01186,0,0,0,12,86.8,4.28,36.78,21.08,0
SUP-01187,1,1,1,18,93.0,0.67,80.84,81.27,1
SUP-01188,0,1,1,16,74.97,4.35,12.14,12.59,0
SUP-01189,0,1,1,12,87.3,3.54,44.25,41.95,0
SUP-01190,1,0,1,20,82.33,0.77,58.3,55.83,0
SUP-01191,0,0,1,13,98.57,1.35,86.17,75.74,1
SUP-01192,0,0,0,8,92.9,4.67,45.79,33.37,0
SUP-01193,0,1,0,1,98.3,0.64,91.81,87.75,1
SUP-01194,1,1,1,7,73.79,2.08,29.49,30.76,0
SUP-01195,0,1,1,15,79.77,1.91,43.13,44.08,0
SUP-01196,0,0,1,13,76.97,3.49,23.66,10.26,0
SUP-01197,0,0,0,13,71.62,4.28,5.96,0.0,0
SUP-01198,0,0,1,9,77.93,2.12,37.55,25.44,0
SUP-01199,1,1,1,15,93.18,1.92,70.29,69.91,0
SUP-01200,0,0,1,4,77.1,4.92,11.52,0.0,0
SUP-01201,1,0,1,13,88.06,3.53,45.9,41.76,0
SUP-01202,1,1,0,12,98.95,4.04,63.57,57.6,0
SUP-01203,0,0,1,5,90.62,2.47,60.26,48.69,0
SUP-01204,0,0,1,7,82.14,1.55,51.07,38.87,0
SUP-01205,0,0,0,8,81.6,2.35,43.0,25.63,0
SUP-01206,0,0,1,5,83.72,3.72,35.37,24.35,0
SUP-01207,0,1,1,9,76.03,0.99,43.54,43.69,0
SUP-01208,1,1,1,14,91.79,1.22,73.58,72.48,0
SUP-01209,0,0,1,12,81.76,0.71,57.63,44.1,0
SUP-01210,0,1,1,4,95.12,2.45,69.66,69.85,0
SUP-01211,0,0,1,20,93.94,4.22,51.78,38.29,0
SUP-01212,1,0,1,8,90.5,0.11,80.61,74.97,0
SUP-01213,0,0,1,17,82.26,3.54,34.01,20.41,0
SUP-01214,0,0,0,8,76.89,4.7,13.02,0.0,0
SUP-01215,1,1,0,1,94.61,1.07,80.63,78.02,1
SUP-01216,1,1,1,20,88.11,3.12,49.52,50.22,0
SUP-01217,0,1,1,2,76.72,4.89,11.0,12.78,0
SUP-01218,0,0,1,4,76.06,4.83,10.17,0.0,0
SUP-01219,1,1,1,1,76.9,1.06,44.72,45.01,0
SUP-01220,0,1,0,7,93.24,0.95,78.85,77.15,1
SUP-01221,1,0,1,1,78.74,0.67,51.87,49.52,0
SUP-01222,0,0,1,9,86.17,3.66,40.91,30.79,0
SUP-01223,0,1,1,3,83.39,3.77,34.34,33.81,0
SUP-01224,0,1,1,12,88.01,3.53,45.73,45.72,0
SUP-01225,0,0,1,19,97.34,2.01,77.94,66.75,0
SUP-01226,0,1,1,15,96.66,1.26,83.09,81.87,1
SUP-01227,1,1,0,16,86.68,2.61,51.05,41.33,0
SUP-01228,0,1,0,10,71.45,2.68,19.55,15.34,0
SUP-01229,0,0,1,6,82.97,3.78,33.35,23.27,0
SUP-01230,0,1,1,17,89.28,2.49,57.44,57.55,0
SUP-01231,1,0,0,17,89.88,1.52,67.03,56.84,0
SUP-01232,1,0,1,19,92.79,1.32,74.72,70.06,0
SUP-01233,1,0,1,18,78.27,0.95,48.43,40.37,0
SUP-01234,0,1,1,11,89.85,1.7,65.48,64.81,0
SUP-01235,0,0,0,7,76.0,0.93,44.03,24.8,0
SUP-01236,0,0,1,10,92.77,2.06,68.23,54.83,0
SUP-01237,0,0,1,7,80.53,0.66,55.53,41.2,0
SUP-01238,0,0,0,5,91.09,1.34,71.1,51.54,0
SUP-01239,1,0,0,12,74.59,3.36,19.98,8.97,0
SUP-01240,0,0,0,16,83.43,1.96,50.09,34.36,0
SUP-01241,0,0,1,18,92.25,3.51,54.58,41.56,0
SUP-01242,0,0,1,3,76.88,3.73,21.45,7.23,0
SUP-01243,0,1,1,20,95.06,3.12,63.71,65.22,0
SUP-01244,0,1,0,15,89.79,4.81,38.21,33.47,0
SUP-01245,0,1,1,5,87.54,0.6,70.36,65.63,0
SUP-01246,1,0,1,13,83.55,3.32,38.51,36.5,0
SUP-01247,1,0,0,19,87.89,4.31,38.7,29.84,0
SUP-01248,0,0,1,12,88.52,4.38,39.41,28.95,0
SUP-01249,0,0,1,5,84.2,1.26,57.84,45.39,0
SUP-01250,0,0,1,6,90.85,1.97,65.12,56.33,0
SUP-01251,0,0,1,7,83.28,1.28,55.78,43.02,0
SUP-01252,1,1,1,10,78.87,2.71,34.37,29.1,0
SUP-01253,1,0,1,16,79.8,3.2,31.93,26.15,0
SUP-01254,0,1,1,8,70.97,1.93,25.11,26.11,0
SUP-01255,0,1,1,9,79.63,2.93,33.98,34.3,0
SUP-01256,1,1,1,4,94.12,3.11,61.85,61.6,0
SUP-01257,0,1,1,8,93.83,2.4,67.47,65.5,0
SUP-01258,1,0,0,7,78.57,3.84,23.87,14.9,0
SUP-01259,0,0,1,15,99.31,3.97,64.89,52.86,0
SUP-01260,1,1,1,3,86.87,0.29,71.66,71.61,0
SUP-01261,0,0,0,17,98.29,3.3,68.71,52.78,0
SUP-01262,0,0,1,11,91.6,1.56,70.22,58.58,0
SUP-01263,0,1,0,9,91.85,3.01,58.11,52.61,0
